CountryID,country,year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,ISIC A-B,Changes in inventories,ISIC F,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services,ISIC D,ISIC C-E,ISIC J-P,Total Value Added,ISIC I,ISIC G-H,Gross National Income(GNI) in USD,gdp
100, Bulgaria ,1984,0.002035353,0.000985,8939490, Bulgarian Lev ,1737,2581614861,1181121798,1156357546,6548880152,10603073846,1171295494,5166670894,3985549096,9431778352,6758180437,4350946123,6533951048,2356796384,15001162647,1674303528,698139772,15526298046,15560444454
100, Bulgaria ,1985,0.001977457,0.00103,8917076, Bulgarian Lev ,1842,2052644857,951727616,1242281663,7397875853,11523894215,1394215216,5307322704,4355595088,10129678999,7745291832,4827647940,7249844787,2589058163,15749647765,1647624578,968194223,16422915153,16483295241
100, Bulgaria ,1986,0.001964512,0.00094,8892100, Bulgarian Lev ,1958,2375299463,1557180379,1299655394,7356882437,12319240792,1503731999,6286547573,4729367194,10815508793,8439899329,5283538834,7934487883,2711781959,16632688472,1618558972,692905310,17409003287,17522771473
100, Bulgaria ,1987,0.001918335,0.00087,8865755, Bulgarian Lev ,2124,2356779292,1148339373,1409604435,8145334494,13226363241,1414247002,6265953487,5117614113,11812116240,8594317517,5482857867,8233725713,2887586383,20880543774,4598850798,1393997674,18830336533,19043229447
100, Bulgaria ,1988,0.001753103,0.00083,8835815, Bulgarian Lev ,2429,2629841429,1675543635,1608680465,10452132917,14923427261,1565510147,7528024636,5852481001,13357917114,11030878260,6245145399,9378610501,3315907356,21144386398,2697969784,1513377433,21464458926,21872706553
100, Bulgaria ,1989,0.001800486,0.00084,8804430, Bulgarian Lev ,2424,2523685619,1542361213,1583665613,10701695769,15550244594,1565688246,7278589735,5736228522,13984556348,11548133827,6109110591,9174334949,3372010390,21461646360,3083516640,1724433149,21345793761,21982396270
100, Bulgaria ,1990,0.00219,0.00219,8767778, Bulgarian Lev ,2176,3984164840,1894200913,1342845205,7198901370,15335616438,1500456621,6301506849,4407305936,13835159817,8109905936,4911219635,7375051142,3755963927,20556872603,2427277169,1671569863,19082396347,20726027397
100, Bulgaria ,1991,0.01778825,0.01778825,8721660, Bulgarian Lev ,888,1231879415,318402260,335097157,3478431549,5454052029,1555589223,1473614043,1155211783,3898462806,2146906357,1437918064,2159482692,3126949644,8358377019,820124577,684843534,7742669515,8402104592
100, Bulgaria ,1992,0.023341167,0.023341167,8668540, Bulgarian Lev ,1103,1048674017,298395881,465684734,4253511892,7205574529,1874335702,1462604440,1164208601,5331238827,3270982085,1538395596,2310290131,3008991624,8498786793,871019786,794126500,9559294794,9475815848
100, Bulgaria ,1993,0.027593583,0.027593583,8611535, Bulgarian Lev ,1396,1129087390,244498582,545062409,4342475733,9706596195,2188266717,1415053910,1170555328,7518329479,3564525376,1590412904,2387937123,4399286368,10561411886,1104031964,996006668,12018968033,11930907234
100, Bulgaria ,1994,0.054133667,0.054133667,8548466, Bulgarian Lev ,1256,1170365152,-335049427,431369912,4588815543,8577075424,1788066502,779438261,1114487688,6789008922,3184260897,1314190307,1974210978,3908515034,9516333619,1022962851,1008909711,10740332455,10691890604
100, Bulgaria ,1995,0.067170833,0.067170833,8477579, Bulgarian Lev ,1689,1750759878,202468829,601451523,6141058247,13836362509,2914955648,3367533031,3165064202,10921406861,4353079834,1868370448,2783946405,9764654798,17534396129,1167173252,1466410272,14321692203,18991873953
100, Bulgaria ,1996,0.177888667,0.177888667,8401376, Bulgarian Lev ,1042,1179389356,-405309688,358651291,5962718254,10778651816,1702750409,142223788,547533476,9075901406,4588825220,1097315549,1629670993,6089201860,11273905402,884260942,1132730959,8758287018,12294768638
100, Bulgaria ,1997,1.681879167,1.681879167,8318966, Bulgarian Lev ,1299,2317170031,5291700,286584203,5610093868,8779465429,1374117740,1100792516,1095500816,7405347689,4174259447,1450877119,2169953747,3466241877,10328863300,883178786,1205734657,10805770331,11316151824
100, Bulgaria ,1998,1.760358333,1.760358333,8234927, Bulgarian Lev ,1734,2015896385,618340016,588118896,6304227832,11191244207,2757506758,2812097916,2193757900,8433737449,5276482534,1787192948,2673660192,5593633872,13459816420,1124316545,1464190529,14276638753,15031030614
100, Bulgaria ,1999,1.836383333,1.836383333,8162301, Bulgarian Lev ,1634,1767169164,489113566,673715546,5829828558,11554940417,2673733698,2706079885,2216966320,8881206720,6453772361,1598576913,2388608043,4505758602,12112177015,1208625650,1568300010,13338173765,13637076500
100, Bulgaria ,2000,2.123275,2.123275,8097691, Bulgarian Lev ,1586,1453132543,306413441,593328702,4797541534,11426216576,2620715640,2522847959,2216434517,8805500936,5500653472,1610201222,2435671310,4326853563,11637117189,1336614428,1491516643,12844779880,13245999694
100, Bulgaria ,2001,2.184708333,2.184708333,8034860, Bulgarian Lev ,1756,1503907844,295462781,663475292,4947388095,12476814220,2747094387,3028321858,2732859077,9729719833,6269074819,1847065779,2736887075,4417797952,12491095303,1641225945,1527801194,14108977171,14183449354
100, Bulgaria ,2002,2.076975,2.076975,7974810, Bulgarian Lev ,2088,1592845364,254264014,728559564,5519180539,14343793257,3145825058,3367397297,3113133283,11197968199,6827333020,2217792703,3221560202,5303530375,14607301484,2041574887,1719231093,16652583685,16403038072
100, Bulgaria ,2003,1.732701667,1.732701667,7917739, Bulgarian Lev ,2693,1923239334,478559013,902001787,7277479004,18629923790,4252376587,4667566354,4189007340,14377547202,9430013438,2919025299,4224270191,6473243615,18436584101,2575688640,2338140534,21321616243,21144955710
100, Bulgaria ,2004,1.575108917,1.575108917,7865316, Bulgarian Lev ,3344,2210894728,648082167,1118843263,10713354373,22944889472,5064665634,6129607863,5481525696,17880223838,13630105050,3323897125,4915660065,8088646991,22384864708,3077818904,2973000756,26299133705,26157746657
100, Bulgaria ,2005,1.574133333,1.574133333,7815221, Bulgarian Lev ,3788,2175546332,617736744,1559207183,12702990005,25960507369,5422221752,8285448077,7667711333,20538285617,17080255802,4065284601,5705361681,9490174488,25428659156,2833114518,3665254955,29606767745,29868626122
100, Bulgaria ,2006,1.559266667,1.559266667,7766036, Bulgarian Lev ,4286,2095921160,1585360640,2027876352,16151246312,29235666339,6239022617,11021142417,9435781778,22996643721,22027470178,4620890162,6694493138,10291504553,29019539100,3345418787,4564325110,33286160161,34380520758
100, Bulgaria ,2007,1.42905,1.42905,7719035, Bulgarian Lev ,5372,2066827613,2358489906,2984080333,23262027221,37834995277,7414856023,14931667891,12573177985,30420139253,31625065603,6215807704,8669185823,14576536860,37678877576,4326020783,5056226164,41468108184,44403554809
100, Bulgaria ,2008,1.337116667,1.337116667,7674913, Bulgarian Lev ,6787,3197851098,2144764231,4109738617,28590175377,45072431974,9343313348,20116718810,17971954579,35729118626,39341069715,6707118551,9491019233,16960225361,45791217421,5784312015,6248071098,52091191245,54438256447
100, Bulgaria ,2009,1.406691667,1.406691667,7634735, Bulgarian Lev ,6669,2203610125,390135246,4320563023,21963875050,41471703702,8708447125,14846679265,14456544019,32763256577,26258419578,6700473333,9500731622,17646013400,45206921678,5384691030,6151312477,50912365302,52023838439
100, Bulgaria ,2010,1.477391667,1.477391667,7592273, Bulgarian Lev ,6527,2044007739,169014085,3156779685,25395703013,40888141827,8364877289,11414170244,11245156159,32523264537,27015720273,5899315799,8884035490,18773491570,44238438239,4975593247,6404530507,49556256240,50682362497
100, Bulgaria ,2011,1.406458333,1.406458333,7543130, Bulgarian Lev ,7373,2688739446,294854096,3185376981,33917535180,45274003851,9142467783,12319668197,12024814102,36131536069,33831219079,7605984299,11252306325,20207637387,50343972745,5675105910,7334806695,55615582877,57679917049
100, Bulgaria ,2012,1.52205,1.52205,7488344, Bulgarian Lev ,7102,2405440032,414375349,2752997602,32771525246,44199336421,8574094149,11884037975,11469662626,35625242272,34555829309,7629512828,11029532538,19127755330,47238132781,5126441313,6795965967,53178936303,54299070333
100, Bulgaria ,2013,1.473566667,1.473566667,7431167, Bulgarian Lev ,7311,2520483181,-98807881,2290225530,36043974936,44403691723,9535299839,11725428100,11824235981,34868391884,36361639559,7126246974,10831474653,19302553894,48115773520,5560318502,7610717760,54328726220,55811387337
100, Bulgaria ,2014,1.474183333,1.474183333,7372141, Bulgarian Lev ,7640,2602186521,251596929,2190772292,36875874778,45425421985,9608506405,12276831240,12025234311,35816915580,37495539903,7436320675,11191484551,20055375293,49508631898,5828379555,7640433686,56323388091,57082655934
100, Bulgaria ,2015,1.7644,1.7644,7309253, Bulgarian Lev ,6730,2062117434,68295171,1913851734,32398945817,39664588529,8167875765,10660791204,10592496033,31496712764,31942303333,6919065971,10285309454,17494785763,43861312628,4967751077,7137497166,49192360009,50782022217
100, Bulgaria ,2016,1.768041667,1.768041667,7245975, Bulgarian Lev ,7328,2186769731,295241911,1821506846,34459821365,41078783023,8407324488,10226342705,9931100794,32671458535,31812259326,7766898405,11369471873,17923729173,46460443523,5698960715,7460005185,53101124125,53952631207
100, Bulgaria ,2017,1.735458333,1.735458333,7182428, Bulgarian Lev ,8057,2392278697,894000144,2103017935,39661395885,44922484454,9221368034,11725259898,10831259754,35701116420,37108295119,8295042136,12090926989,19805085112,50912256608,5922239562,8598708314,57868250750,59200845118
100, Bulgaria ,2018,1.657041667,1.657041667,7117431, Bulgarian Lev ,9022,2246111293,1629590887,2401448364,43596972516,50598063819,10892846187,14078161382,12448570495,39705217632,41911378209,8989212703,12466675048,23205753225,57498976590,7063250270,10115738389,64212509643,66361879856
100, Bulgaria ,2019,1.747041667,1.747041667,7052532, Bulgarian Lev ,9496,2233776145,1643692909,2649621980,44059567364,52219075103,11510887453,14470461971,12826769062,40708187651,41834835078,9223935701,12294497842,23807732119,59502072551,7823911851,10692532615,66967844690,68914212120
100, Bulgaria ,2020,1.716333333,1.716333333,6979175, Bulgarian Lev ,9715,2450281608,892775296,2979025053,39418683239,54578733735,13620489415,14283530783,13390755487,40958244319,38042027578,8957525733,12342765586,25102408235,60931695475,8089803845,9967411148,67803135755,70238920179
100, Bulgaria ,2021,1.653775,1.653775,6885868, Bulgarian Lev ,11889,3670813744,3972849995,2765491073,51549334099,64932351741,15924294417,17714501670,13741651676,49008057323,50138561775,9644540521,14757388399,29630270140,73533158985,9131230065,13577965564,81866102100,84057565267
112, Belarus ,1990,2.30E-08,6.66E-05,10428525, Belarussian Ruble ,1868,4304761498,869648788,1521885378,8653005436,13827415722,4435208816,5130927846,4217796620,9348724466,8218181042,6957190300,7478979573,2913323438,18349589417,1217508303,913131227,19480132841,19480132841
112, Belarus ,1991,4.53E-08,0.000175,10457617, Belarussian Ruble ,1901,3905769212,1346056056,1456388520,7083344164,13394361084,4060234661,5715221616,4347099067,9334126422,6421349383,7546740512,8010136859,3221707938,18690319337,970925680,1147457622,19881909944,19859843452
112, Belarus ,1992,5.21E-07,0.01932,10475907, Belarussian Ruble ,1753,3999822640,1184777037,1244303923,10524737346,12287501236,2767040050,5770267419,4585490382,9520461186,10267427584,6663170697,6874395128,2390676518,17086136271,1430565467,1144452373,18366924414,18353482859
112, Belarus ,1993,5.87E-06,0.00014664,10480484, Belarussian Ruble ,1659,2893550401,1220607349,1346606627,11362781976,13006910579,3091159553,7047775580,5826997731,9915580526,14005356819,4598888396,5113967988,4010664432,17285600539,2057590374,1863220717,17389264356,17367951893
112, Belarus ,1994,0.000117418,0.000364111,10475395, Belarussian Ruble ,1495,2067467318,-54565712,859475967,10800042246,12537773234,3091398397,5103090649,5157656361,9446383354,12744973048,3981670308,4463061334,3449775977,14840987934,1794885739,2206313081,15656152148,15666312425
112, Belarus ,1995,0.000876234,0.001152097,10461696, Belarussian Ruble ,1370,2193324534,4440596,761563902,6881154647,11426467997,2831817395,3506130607,3501691153,8594650601,7489143092,3770117241,4120852415,2802344667,13018640161,1689292367,1451261136,14328423069,14323710856
112, Belarus ,1996,0.001322988,0.001322988,10436459, Belarussian Ruble ,1439,2198206433,359103121,687331426,6720954567,12100822557,2963967162,3486919883,3127816762,9136856151,7311836870,4168766753,4474610874,2844712082,13085521835,1606850958,1273810061,15018469560,14990947761
112, Belarus ,1997,0.002602055,0.002602055,10400924, Belarussian Ruble ,1400,1899266572,228422155,792275733,8438868645,11297865522,2849444811,3868304152,3639882382,8448420711,9256038164,4168334326,4472054659,2615912465,12486904973,1502234220,1205161324,14564560168,14574579172
112, Belarus ,1998,0.004612762,0.004612762,10357466, Belarussian Ruble ,1520,1843496369,117603510,902046540,8988846596,12256518329,3007476648,4157417617,4039814107,9249041680,9727954748,4364278278,4654021170,2903923723,13438772909,1499534769,1635750555,15741099801,15737046915
112, Belarus ,1999,0.024929533,0.024929533,10308283, Belarussian Ruble ,1219,1547892258,-327934183,716770028,7186381333,9834524450,2354636695,2942236393,3270170575,7479887715,7481153402,3328979138,3562979270,2218568281,10764099027,1381371409,1336517740,12570385616,12549067247
112, Belarus ,2000,0.087675,0.087675,10256483, Belarussian Ruble ,1047,1282426245,18739800,664748663,6743541488,8247517411,2018221386,2705420154,2686680354,6229296025,7105788423,2460991651,3207555757,1927719920,9177811372,936608851,1158751913,10733859253,10770187054
112, Belarus ,2001,0.139,0.139,10201209, Belarussian Ruble ,1249,1290034108,135518446,741146072,8453884892,10128169518,2648400777,3001510115,2865991676,7479768741,9004388489,2780200165,3860105561,2609262590,11077239655,1170514453,1406176878,12737679957,12772736432
112, Belarus ,2002,0.179091667,0.179091667,10135388, Belarussian Ruble ,1487,1473693505,25908062,862484167,9327625518,12178833251,3052606859,3309323203,3283415141,9126226392,9833288353,3396469067,4459222318,3218059923,12877007557,1253166734,1610380904,15068854974,15088618674
112, Belarus ,2003,0.205127083,0.205127083,10065878, Belarussian Ruble ,1835,1525310139,216184622,1095695392,11610412244,14495106900,3790338469,4548071678,4331887055,10704768426,12296962249,4026268514,5363479513,3989471969,15477650481,1515805231,1987888232,18468341539,18428403815
112, Belarus ,2004,0.21602575,0.21602575,9999712, Belarussian Ruble ,2392,2021131138,787609926,1471192036,15709979019,17811041114,4742110897,6782991852,5995381926,13068930218,17182673825,5639552040,7389364347,5004872873,20302026249,1944132813,2471333042,23923258163,23924384607
112, Belarus ,2005,0.215382,0.215382,9935163, Belarussian Ruble ,3152,2583866693,593548556,2054372023,18064972932,22755102752,6245293042,8790939377,8197390822,16509809715,17850098894,7446430770,9552781439,6784106950,26513903167,2427433634,3111342424,31313049828,31231983629
112, Belarus ,2006,0.214456417,0.214456417,9874700, Belarussian Ruble ,3861,3183663751,944241721,2786171555,22199761490,27062537793,7060965694,12162913960,11218672234,20001572094,23741995130,8987614355,11142580092,8498671704,32706081142,3009353831,4085640204,38122308850,38212092239
112, Belarus ,2007,0.214607833,0.214607833,9825986, Belarussian Ruble ,4724,3774578101,1244926762,3546413932,27592395897,33003404834,8341132046,15781870277,14536943515,24662272792,30430201911,10968287296,13403090439,10489292506,39833194307,3676871998,4942947331,46417520816,46807243743
112, Belarus ,2008,0.21363975,0.21363975,9787826, Belarussian Ruble ,6338,5286238151,2677182963,5304413584,37021034709,43179946780,9984992535,23381459064,20704276096,33194954249,41713506031,15472397440,18441770855,12639260199,53143409337,4332952075,7138774465,62039636547,62807178042
112, Belarus ,2009,0.279304922,0.279304922,9757708, Belarussian Ruble ,5100,4136451634,674902536,4572604707,24865014034,36786149826,8190635114,18753912629,18079010093,28595514712,30401381564,11424627893,13799678056,11651665424,43961524277,3751345280,6049779177,49759492998,50873190164
112, Belarus ,2010,0.297851,0.297851,9731427, Belarussian Ruble ,5762,5089011284,1046943942,5364627280,29401676677,41016074816,9169339368,23268427502,22221483561,31846735448,36940382272,12883200996,14890760145,13399086456,50225404984,4521587639,6960332180,56069265841,57231905886
112, Belarus ,2011,0.497463333,0.497463333,9706981, Belarussian Ruble ,6292,4942142134,-289230764,4028033155,48462047722,38387683514,8306026039,22986453943,23275684707,30081657476,49106549293,16319098828,18261419267,12998141706,54486218147,4741038468,9515443416,61079830339,61762342551
112, Belarus ,2012,0.833689833,0.833689833,9693749, Belarussian Ruble ,6624,5340889527,1102312951,4818947094,51745324910,40474546469,8911410818,23051986040,21949673090,31563135651,48810117472,16278878736,19013526693,13512170294,57610578035,5488342207,9436702219,64215529277,65685908728
112, Belarus ,2013,0.88800525,0.88800525,9691137, Belarussian Ruble ,7520,5142742681,1216886724,7600243242,44057917788,48855874332,10143210527,29303189142,28086302418,38712663805,46436139989,16612768787,19516931234,17218832546,66565880438,7120243602,9966887133,72875318924,75527534437
112, Belarus ,2014,1.02241025,1.02241025,9693739, Belarussian Ruble ,7886,5755758415,1274147731,8154998837,43300680329,52474875716,10840161960,27459282514,26185134783,41634713756,43907078592,16619734299,19728296053,18673702264,69618970076,6996993135,10309221372,76448702857,78813050534
112, Belarus ,2015,1.592598833,1.592598833,9700609, Belarussian Ruble ,5573,3547170688,214746735,4426012284,32749846106,38275833891,8424046231,16391476845,16176730110,29851787660,32689606202,11654691258,14030357446,14176285532,48956009303,5452019692,7324163660,54062118719,56454777260
112, Belarus ,2016,1.989562833,1.989562833,9708110, Belarussian Ruble ,4684,3290696775,495130379,2711103620,29831669051,33484223712,7470251128,12636038721,12140908342,26013972584,29922646826,9617349439,12063344569,12480558836,41222017031,5035066916,5641246314,45473140372,47723549319
112, Belarus ,2017,1.932341667,1.932341667,9707876, Belarussian Ruble ,5425,4140433929,1024669723,2877730215,36550901023,38367349977,8566108306,15339703900,14315034177,29801241671,36435195294,11836607570,14390546185,13999879766,47476494754,5921380881,6146523777,52669797353,54725418814
112, Belarus ,2018,2.037608333,2.037608333,9695574, Belarussian Ruble ,5968,3956109164,1111424096,3191173148,42294894259,41597158597,9448598479,16856013709,15744589613,32148560117,41384596647,12761360746,15577908905,15422717647,51426291445,6752488089,6525894492,57861178260,60031035896
112, Belarus ,2019,2.091783333,2.091783333,9673971, Belarussian Ruble ,6461,4376452309,1362578024,3702306485,41927527867,45606703371,10848580079,18775546384,17412968360,34758123292,42353409451,13938312126,16739635239,16912917527,56010120232,7701500315,6577308357,62499821046,64410169473
112, Belarus ,2020,2.439575,2.439575,9633740, Belarussian Ruble ,6111,4343440558,1282364346,3584739965,37444130638,42469540801,10411696709,16849484849,15567120503,32057844092,35547757294,13186791962,15656233975,16200957544,53663824232,7594586762,6283865427,58875118002,61371668426
112, Belarus ,2021,2.538675,2.538675,9578167, Belarussian Ruble ,6842,4640651127,1464011738,3480828779,49184016465,46363792530,11300874669,16881863571,15417851832,35062917861,45444352270,15592478360,18450004825,17918641417,59519285848,8547218923,6481940776,65534268073,68206172117
191, Croatia ,1990,0.020101198,0.01132038,4873707, Croatian Kuna ,2886,1078887598,90799166,938374230,7520695907,14054864086,3467330589,2149607473,2058808307,10587533496,7558856071,4690615403,5715418213,3524783683,14971411656,1375294660,2338653272,14063502526,16632202089
191, Croatia ,1991,0.038756205,0.01964,4844522, Croatian Kuna ,2373,886707154,70702976,597652612,7540435445,12008075120,2824205329,1673843851,1603140875,9183869790,7909011834,3858736890,5188310654,3137130836,12674465912,1270488463,1594176194,11496505730,13568538957
191, Croatia ,1992,0.26329825,0.26329825,4798321, Croatian Kuna ,2139,1082477969,65347947,412185789,5223071999,9778058703,2572200089,1547067290,1481719343,7205858615,4807848066,3314397331,4895922461,2975242619,11734399955,782100079,1586471038,10265881015,12252224024
191, Croatia ,1993,3.579148917,3.579148917,4792403, Croatian Kuna ,2277,1015701839,76670432,567275364,4864264344,11066987506,2692929857,1815119199,1738448767,8374057649,5041020981,3422844316,4801186618,2566818675,11097837155,723468276,1423386383,10911037872,12988508886
191, Croatia ,1994,5.998011417,5.998011417,4819426, Croatian Kuna ,3034,1094766809,668280054,769131158,5694193639,13961917562,4516149439,2902887893,2234607839,9445768123,5779692349,4140818985,5364378687,3814675824,14222010375,1290431563,1888626334,14623479042,17375913467
191, Croatia ,1995,5.230756083,5.230756083,4807100, Croatian Kuna ,4706,1279375275,651072225,1100567472,6181649361,20615451817,5721830558,3882517112,3231444887,14893621258,8035893727,4157047213,4907187334,6522556100,18704676426,1929281320,2965708925,22624262748,22643724562
191, Croatia ,1996,5.434161167,5.434161167,4758628, Croatian Kuna ,5032,1342580718,532593700,1370846350,7276247205,20654024891,5508651489,4896891937,4364298237,15145373403,8822318391,3951962288,4750760827,7317118278,20085491882,1921382101,3382803608,23946658189,24004827240
191, Croatia ,1997,6.160582583,6.160582583,4711373, Croatian Kuna ,5100,1259702292,956987415,1501026871,7460836598,20987154746,5345614567,6117570780,5160583365,15641540178,10535919148,4040591886,4887881883,7207532632,20192067604,1862210245,3473713681,24030194872,24029659208
191, Croatia ,1998,6.363285667,6.363285667,4659932, Croatian Kuna ,5488,1368601137,247639362,1472211133,7498877545,21867397959,5967027411,5592063890,5344424529,15900370548,9226208452,4113488121,4939256486,8087535700,21273868107,1890391321,3515872329,25572323564,25732130943
191, Croatia ,1999,7.111742833,7.111742833,4605329, Croatian Kuna ,5026,1276930313,48581622,1073196849,7122979723,20032543828,5695270618,5012048500,4963466878,14337273210,8538624276,3772689850,4601923996,8074856100,19661565846,1819033717,2815624871,23147771771,23628947775
191, Croatia ,2000,8.277666417,8.277666417,4548434, Croatian Kuna ,4709,1083590416,29102405,876780923,7638094702,18417159176,4836508019,4372500434,4343398029,13580651157,8619893145,3637619407,4402641779,7252068032,18043007834,1797535592,2630391091,21419925747,21807861167
191, Croatia ,2001,8.341541,8.341541,4506759, Croatian Kuna ,5059,1154534876,194304625,1047156634,8631402759,19524090333,4685045605,4942444088,4748139462,14839044728,9838373989,3805016363,4490669050,7530371187,19317509798,1989008985,3105769066,22800103722,23259563191
191, Croatia ,2002,7.8716825,7.8716825,4482868, Croatian Kuna ,5947,1311511230,638719867,1218570490,9710020698,23004421228,5397562719,6631885877,5993166010,17606858508,12261063629,4122562108,4987459797,8785466131,22451985328,2330187987,3818789693,26660119993,27085264173
191, Croatia ,2003,6.704968833,6.704968833,4461139, Croatian Kuna ,7604,1378112297,808758420,1895877567,12448201039,28894511640,6774647449,9759329480,8950571060,22119864191,16079135143,5196593879,6276285699,11446287359,29264431331,3030588285,5237280124,33924542478,35022907017
191, Croatia ,2004,6.034340667,6.034340667,4443350, Croatian Kuna ,9308,1855165397,512549783,2352966262,15347691673,34399665426,8161090452,11193451568,10680901785,26238574974,18927337104,6304881030,7788207958,13825404399,35376060417,3722511081,5831805320,41358288136,42013454991
191, Croatia ,2005,5.949236917,5.949236917,4429681, Croatian Kuna ,10123,1771723021,720025116,2762102137,16669919418,37562884641,8848075936,12259488237,11539463121,28714808705,20657187085,6546503450,8131429405,15478186747,38629828198,3951868169,6534518720,44842221572,45835105211
191, Croatia ,2006,5.83779325,5.83779325,4417560, Croatian Kuna ,11256,2027581227,1322571676,3177279360,19123853007,40495027809,9785923816,14727003222,13404431546,30709103992,23430857199,7018611014,8752057124,17307687284,42833188722,4219334078,7349249650,49725639050,50915009709
191, Croatia ,2007,5.364535667,5.364535667,4405532, Croatian Kuna ,13485,2242374876,1370295671,3834087660,22761205738,48232599442,12122130235,17471540097,16101244426,36110469207,27823414602,8411259204,10105590375,21637995758,51311337477,4846700929,8644587879,59408310393,60641949316
191, Croatia ,2008,4.93503975,4.93503975,4393664, Croatian Kuna ,15701,2758235129,1798992602,4651289790,25575437361,56536383522,13915673121,21598144169,19799151567,42620710401,32766666165,9564016176,11529957788,25046768874,60064460474,6025280749,10052928145,68983233620,70943298886
191, Croatia ,2009,5.283946417,5.283946417,4382130, Croatian Kuna ,13963,2530759956,-28520350,3862472930,20447387517,51077542942,13648435149,15761306689,15789827039,37429107793,23961862974,8377696613,10481957165,23738242236,54192430699,5227210464,8351787948,61186464530,63324393098
191, Croatia ,2010,5.498010583,5.498010583,4368682, Croatian Kuna ,13460,2216238004,-27355349,2785771284,21635534926,49016147917,13096137032,12665217526,12692572876,35920010885,22644809084,7846401775,10173934581,23079566341,51583603869,5021780075,8306313585,58804179275,60672091285
191, Croatia ,2011,5.34386975,5.34386975,4351842, Croatian Kuna ,14155,2303255988,-137634343,2681483769,24236612429,51994268760,13837463011,12488272193,12625906535,38156805749,25310852683,8598450589,10977662770,24353213324,54232234983,5080363345,8836255786,61599368136,63408300698
191, Croatia ,2012,5.850291833,5.850291833,4331595, Croatian Kuna ,12806,1888880130,-429670873,2072204318,22335637900,47635897138,12527375059,10650101187,11079772060,35108522079,23252258840,7750143291,10054421502,21836944829,48402440095,4525056314,8024933001,55472275443,57369360292
191, Croatia ,2013,5.704880167,5.704880167,4308854, Croatian Kuna ,13417,2038640543,-150011915,2133208699,23470747165,48921693681,12803809697,11288773492,11438785407,36117883984,24649159297,7442662906,10041998837,22106231212,49332955606,4520550695,8492325620,57812607866,59032072570
191, Croatia ,2014,5.748165417,5.748165417,4283972, Croatian Kuna ,13406,1721697147,-151230860,2091954411,24940444404,47706473304,12855771302,10947371107,11098601967,34850702003,25170291652,7438268891,10069978124,22166150548,48767176948,4252417637,8464979080,57432759162,58423979767
191, Croatia ,2015,6.85830375,6.85830375,4254815, Croatian Kuna ,11833,1490689298,550544295,1828527936,22948575295,39916604744,10692833487,10232398937,9681854642,29223771257,22854791172,6408027641,8519366031,18650894545,41738250511,3742718453,7506054248,50345976583,50242787803
191, Croatia ,2016,6.805990167,6.805990167,4223751, Croatian Kuna ,12145,1604116335,530870588,1956790955,24555560015,40942198442,10907509147,10880327210,10349456622,30034689295,23980581224,6744088498,8832528189,19471700187,43542128734,3962435934,7714557135,51299515787,52397489751
191, Croatia ,2017,6.623831,6.623831,4192467, Croatian Kuna ,13365,1626430384,1161684228,2111285750,27661077102,43761684137,11657166374,12231637552,11069953325,32104517763,27330573500,7174413115,9267356006,20794763635,46685369841,4434669302,8450864764,56033736368,56323840388
191, Croatia ,2018,6.27902525,6.27902525,4160485, Croatian Kuna ,14883,1839266373,1938740412,2523066777,30780127855,48422372565,12922547174,14441875353,12503134941,35499825391,31327537662,7664087670,9851194658,22665747363,51377799444,4995504676,9503019597,61922031608,62316838111
191, Croatia ,2019,6.622545167,6.622545167,4129752, Croatian Kuna ,15063,1785733385,999449582,2761415670,31534552765,48317118562,12897986779,14267309263,13267859681,35419131783,31790994958,7416740658,9660802364,22640676089,51330778642,4927652312,9554498823,62206144259,62327985633
191, Croatia ,2020,6.6140555,6.6140555,4096869, Croatian Kuna ,14001,1772165353,1080970669,2889755007,23840546848,47648798835,13802666155,13858532031,12777561362,33846132679,27875877365,6933567461,9012896853,21959295624,48067724863,5218477529,7215134497,57359666749,57472015468
191, Croatia ,2021,6.360083167,6.360083167,4060135, Croatian Kuna ,16950,2004502090,739235616,3426386012,35358798636,54933747067,15327158065,15035337981,14296102365,39606589002,36372794811,7862145618,10218073930,25819505138,57298951987,5964827661,9865657155,68820292559,68955088873
196, Cyprus ,1970,0.711917836,0.711917836,640804, Euro ,975,92081073,8024478,45517139,330752000,516128565,45401192,201473021,193448543,470727374,392466345,59963854,99705544,195365796,581095347,75649620,72776175,624792696,616073732
196, Cyprus ,1971,0.701774892,0.701774892,644413, Euro ,1133,121176051,13431985,54098533,386702123,594554059,54373305,228822299,215390313,540180755,439580721,71326775,106995589,220847788,679506124,89921095,86467068,730250768,721234556
196, Cyprus ,1972,0.655372303,0.655372303,647620, Euro ,1370,136701966,12593842,67291138,482259079,720253326,67584483,277534931,264941090,652668844,541627184,96812259,132599334,273040973,824182660,105418556,109130694,887530534,877439595
196, Cyprus ,1973,0.597925934,0.597925934,650705, Euro ,1666,125167672,25762330,121216721,603319951,870329581,89594017,433266850,407504521,780735564,764772017,121232688,168842083,318947437,979020693,94620965,150225816,1084069059,1067917209
