, CountryID , Country , Year , AMA exchange rate , IMF based exchange rate , Population , Currency , Per capita GNI ," Agriculture, hunting, forestry, fishing (ISIC A-B) ", Changes in inventories , Construction (ISIC F) , Exports of goods and services , Final consumption expenditure , General government final consumption expenditure , Gross capital formation , Gross fixed capital formation (including Acquisitions less disposals of valuables) , Household consumption expenditure (including Non-profit institutions serving households) , Imports of goods and services , Manufacturing (ISIC D) ," Mining, Manufacturing, Utilities (ISIC C-E) ", Other Activities (ISIC J-P) , Total Value Added ," Transport, storage and communication (ISIC I) "," Wholesale, retail trade, restaurants and hotels (ISIC G-H) ", Gross National Income(GNI) in USD , Gross Domestic Product (GDP) 
2326,191, Croatia ,2004,6.034340667,6.034340667,4443350, Croatian Kuna ,9308,1855165397.0,512549783.0,2352966262.0,15347691673.0,34399665426.0,8161090452.0,11193451568.0,10680901785.0,26238574974.0,18927337104.0,6304881030.0,7788207958.0,13825404399.0,35376060417.0,3722511081.0,5831805320.0,41358288136.0,42013454991.0
2327,191, Croatia ,2005,5.949236917,5.949236917,4429681, Croatian Kuna ,10123,1771723021.0,720025116.0,2762102137.0,16669919418.0,37562884641.0,8848075936.0,12259488237.0,11539463121.0,28714808705.0,20657187085.0,6546503450.0,8131429405.0,15478186747.0,38629828198.0,3951868169.0,6534518720.0,44842221572.0,45835105211.0
2328,191, Croatia ,2006,5.83779325,5.83779325,4417560, Croatian Kuna ,11256,2027581227.0,1322571676.0,3177279360.0,19123853007.0,40495027809.0,9785923816.0,14727003222.0,13404431546.0,30709103992.0,23430857199.0,7018611014.0,8752057124.0,17307687284.0,42833188722.0,4219334078.0,7349249650.0,49725639050.0,50915009709.0
2329,191, Croatia ,2007,5.364535667,5.364535667,4405532, Croatian Kuna ,13485,2242374876.0,1370295671.0,3834087660.0,22761205738.0,48232599442.0,12122130235.0,17471540097.0,16101244426.0,36110469207.0,27823414602.0,8411259204.0,10105590375.0,21637995758.0,51311337477.0,4846700929.0,8644587879.0,59408310393.0,60641949316.0
2330,191, Croatia ,2008,4.93503975,4.93503975,4393664, Croatian Kuna ,15701,2758235129.0,1798992602.0,4651289790.0,25575437361.0,56536383522.0,13915673121.0,21598144169.0,19799151567.0,42620710401.0,32766666165.0,9564016176.0,11529957788.0,25046768874.0,60064460474.0,6025280749.0,10052928145.0,68983233620.0,70943298886.0
2331,191, Croatia ,2009,5.283946417,5.283946417,4382130, Croatian Kuna ,13963,2530759956.0,-28520350.0,3862472930.0,20447387517.0,51077542942.0,13648435149.0,15761306689.0,15789827039.0,37429107793.0,23961862974.0,8377696613.0,10481957165.0,23738242236.0,54192430699.0,5227210464.0,8351787948.0,61186464530.0,63324393098.0
2332,191, Croatia ,2010,5.498010583,5.498010583,4368682, Croatian Kuna ,13460,2216238004.0,-27355349.0,2785771284.0,21635534926.0,49016147917.0,13096137032.0,12665217526.0,12692572876.0,35920010885.0,22644809084.0,7846401775.0,10173934581.0,23079566341.0,51583603869.0,5021780075.0,8306313585.0,58804179275.0,60672091285.0
2333,191, Croatia ,2011,5.34386975,5.34386975,4351842, Croatian Kuna ,14155,2303255988.0,-137634343.0,2681483769.0,24236612429.0,51994268760.0,13837463011.0,12488272193.0,12625906535.0,38156805749.0,25310852683.0,8598450589.0,10977662770.0,24353213324.0,54232234983.0,5080363345.0,8836255786.0,61599368136.0,63408300698.0
2334,191, Croatia ,2012,5.850291833,5.850291833,4331595, Croatian Kuna ,12806,1888880130.0,-429670873.0,2072204318.0,22335637900.0,47635897138.0,12527375059.0,10650101187.0,11079772060.0,35108522079.0,23252258840.0,7750143291.0,10054421502.0,21836944829.0,48402440095.0,4525056314.0,8024933001.0,55472275443.0,57369360292.0
2335,191, Croatia ,2013,5.704880167,5.704880167,4308854, Croatian Kuna ,13417,2038640543.0,-150011915.0,2133208699.0,23470747165.0,48921693681.0,12803809697.0,11288773492.0,11438785407.0,36117883984.0,24649159297.0,7442662906.0,10041998837.0,22106231212.0,49332955606.0,4520550695.0,8492325620.0,57812607866.0,59032072570.0
2336,191, Croatia ,2014,5.748165417,5.748165417,4283972, Croatian Kuna ,13406,1721697147.0,-151230860.0,2091954411.0,24940444404.0,47706473304.0,12855771302.0,10947371107.0,11098601967.0,34850702003.0,25170291652.0,7438268891.0,10069978124.0,22166150548.0,48767176948.0,4252417637.0,8464979080.0,57432759162.0,58423979767.0
2337,191, Croatia ,2015,6.85830375,6.85830375,4254815, Croatian Kuna ,11833,1490689298.0,550544295.0,1828527936.0,22948575295.0,39916604744.0,10692833487.0,10232398937.0,9681854642.0,29223771257.0,22854791172.0,6408027641.0,8519366031.0,18650894545.0,41738250511.0,3742718453.0,7506054248.0,50345976583.0,50242787803.0
2338,191, Croatia ,2016,6.805990167,6.805990167,4223751, Croatian Kuna ,12145,1604116335.0,530870588.0,1956790955.0,24555560015.0,40942198442.0,10907509147.0,10880327210.0,10349456622.0,30034689295.0,23980581224.0,6744088498.0,8832528189.0,19471700187.0,43542128734.0,3962435934.0,7714557135.0,51299515787.0,52397489751.0
2339,191, Croatia ,2017,6.623831,6.623831,4192467, Croatian Kuna ,13365,1626430384.0,1161684228.0,2111285750.0,27661077102.0,43761684137.0,11657166374.0,12231637552.0,11069953325.0,32104517763.0,27330573500.0,7174413115.0,9267356006.0,20794763635.0,46685369841.0,4434669302.0,8450864764.0,56033736368.0,56323840388.0
2340,191, Croatia ,2018,6.27902525,6.27902525,4160485, Croatian Kuna ,14883,1839266373.0,1938740412.0,2523066777.0,30780127855.0,48422372565.0,12922547174.0,14441875353.0,12503134941.0,35499825391.0,31327537662.0,7664087670.0,9851194658.0,22665747363.0,51377799444.0,4995504676.0,9503019597.0,61922031608.0,62316838111.0
2341,191, Croatia ,2019,6.622545167,6.622545167,4129752, Croatian Kuna ,15063,1785733385.0,999449582.0,2761415670.0,31534552765.0,48317118562.0,12897986779.0,14267309263.0,13267859681.0,35419131783.0,31790994958.0,7416740658.0,9660802364.0,22640676089.0,51330778642.0,4927652312.0,9554498823.0,62206144259.0,62327985633.0
2342,191, Croatia ,2020,6.6140555,6.6140555,4096869, Croatian Kuna ,14001,1772165353.0,1080970669.0,2889755007.0,23840546848.0,47648798835.0,13802666155.0,13858532031.0,12777561362.0,33846132679.0,27875877365.0,6933567461.0,9012896853.0,21959295624.0,48067724863.0,5218477529.0,7215134497.0,57359666749.0,57472015468.0
2343,191, Croatia ,2021,6.360083167,6.360083167,4060135, Croatian Kuna ,16950,2004502090.0,739235616.0,3426386012.0,35358798636.0,54933747067.0,15327158065.0,15035337981.0,14296102365.0,39606589002.0,36372794811.0,7862145618.0,10218073930.0,25819505138.0,57298951987.0,5964827661.0,9865657155.0,68820292559.0,68955088873.0
2553,208, Denmark ,1970,7.500000007,7.500000007,4922963, Danish Krone ,3415,786266666.0,226362400.0,1294133332.0,4636162796.0,12992117189.0,3579366930.0,4567032129.0,4340669730.0,9412750259.0,5119854662.0,2882266664.0,3209466664.0,5643066662.0,14986666654.0,1316399999.0,2737333331.0,16810092652.0,17075457585.0
2554,208, Denmark ,1971,7.426337969,7.426337969,4951486, Danish Krone ,3784,869876920.0,203453574.0,1469095542.0,5119631932.0,14526673234.0,4268946570.0,4945503983.0,4742050409.0,10257726664.0,5506175611.0,3176666629.0,3535793834.0,6629781759.0,16838851198.0,1374432465.0,2959870678.0,18736842113.0,19085633673.0
2555,208, Denmark ,1972,6.949291666,6.949291666,4981078, Danish Krone ,4587,1111911886.0,168731010.0,1841626545.0,6134831441.0,17122548703.0,5211720668.0,6204739285.0,6036008275.0,11910828036.0,6229711470.0,3759807655.0,4178987068.0,8126295847.0,20450861302.0,1648225539.0,3543814418.0,22847285398.0,23232407815.0
2556,208, Denmark ,1973,6.049499999,6.049499999,5008581, Danish Krone ,6109,1621456319.0,512863873.0,2215224399.0,8596329120.0,22850227957.0,6748558560.0,8462310275.0,7949446402.0,16101669397.0,9178240683.0,5025869907.0,5545416978.0,10820728988.0,27281924130.0,2181337301.0,4897760146.0,30599735686.0,30730626668.0
2557,208, Denmark ,1974,6.094899999,6.094899999,5033573, Danish Krone ,6716,1761472707.0,650799193.0,2281251539.0,10472333428.0,26103005796.0,8078001773.0,9201323075.0,8550523882.0,18025004023.0,11616217495.0,5676221104.0,6297724328.0,12445815356.0,30510262684.0,2410704032.0,5313294723.0,33804669155.0,34160444804.0
2558,208, Denmark ,1975,5.746149999,5.746149999,5058203, Danish Krone ,7963,1786587542.0,-17791739.0,2535262742.0,11887532002.0,31767979087.0,9955303118.0,9095230199.0,9113021938.0,21812675969.0,12275982878.0,6738250830.0,7539482959.0,15183905748.0,36216249147.0,2846949697.0,6324060459.0,40279214264.0,40474758410.0
2559,208, Denmark ,1976,6.045024999,6.045024999,5078773, Danish Krone ,8750,1915459407.0,455017308.0,2673934351.0,12587223049.0,35267205518.0,10740323656.0,11328542067.0,10873524760.0,24526881861.0,14607262669.0,7128010224.0,7944549445.0,16870401697.0,39517289017.0,2991716329.0,7121227788.0,44437266520.0,44575708131.0
2560,208, Denmark ,1977,6.003191666,6.003191666,5094599, Danish Krone ,9787,2321764950.0,378351405.0,2880301174.0,14117670186.0,39409901795.0,11849320322.0,12150479955.0,11772128550.0,27560581473.0,15893644633.0,7946106447.0,8818642307.0,18722540652.0,43850507307.0,3378036406.0,7729221818.0,49859667102.0,49784407636.0
2561,208, Denmark ,1978,5.514624999,5.514624999,5108930, Danish Krone ,11855,2842441690.0,-37565383.0,3312645919.0,16550303605.0,47735499159.0,14766516130.0,13965067981.0,14002633364.0,32968983028.0,17888212892.0,9264093208.0,10436249067.0,23089149312.0,52701860970.0,4058480858.0,8962894124.0,60568918115.0,60362658215.0
2562,208, Denmark ,1979,5.260958332,5.260958332,5119418, Danish Krone ,13675,2795878445.0,411259862.0,3450892186.0,20570323535.0,55775454293.0,17528903134.0,16267404453.0,15856144590.0,38246551158.0,22246382618.0,10726942970.0,12061490700.0,27429223135.0,60777519950.0,4906140359.0,10133895126.0,70009113879.0,70366799282.0
2563,208, Denmark ,1980,5.635941666,5.635941666,5125392, Danish Krone ,13650,2898007284.0,-341778733.0,3875838555.0,23118304754.0,57133397771.0,18683326806.0,14313849359.0,14655628092.0,38450070965.0,23438549197.0,11387271872.0,12682707565.0,28009871174.0,61516073190.0,4838233186.0,9211415426.0,69963566941.0,71127002865.0
2564,208, Denmark ,1981,7.123366666,7.123366666,5126981, Danish Krone ,11718,2679070290.0,-210986612.0,2851881835.0,22322956049.0,50479914327.0,16875791131.0,10527725936.0,10738712548.0,33604123196.0,21452492645.0,9606693466.0,10858208433.0,24952948282.0,53498579799.0,4248552885.0,7907918074.0,60076760903.0,61878103527.0
2565,208, Denmark ,1982,8.332441666,8.332441666,5126398, Danish Krone ,11359,2810700745.0,148310669.0,2572355242.0,21672188565.0,48825438605.0,16728809584.0,11038181566.0,10889870897.0,32096629021.0,21123265911.0,9213745871.0,10849280874.0,24423933362.0,52574745501.0,4119200755.0,7799274523.0,58229280497.0,60412542586.0
2566,208, Denmark ,1983,9.144991666,9.144991666,5124332, Danish Krone ,11440,2444726121.0,63131386.0,2467689510.0,21784427945.0,48167856582.0,16363509391.0,11136978329.0,11073846943.0,31804347191.0,20444425302.0,9421113015.0,11058511992.0,24281596760.0,52522519162.0,4214109909.0,8055884870.0,58620646097.0,60644837444.0
2567,208, Denmark ,1984,10.35659167,10.35659167,5121314, Danish Krone ,11104,2750422235.0,850399174.0,2496670800.0,21450909446.0,45936900221.0,14853493887.0,12177291436.0,11326892262.0,31083406334.0,20459816495.0,9453496204.0,10877806486.0,22969043066.0,51129948642.0,4322271404.0,7713734651.0,56865144536.0,59105284415.0
2568,208, Denmark ,1985,10.59639167,10.59639167,5119452, Danish Krone ,11766,2643824510.0,801434891.0,2603810889.0,22827245030.0,48325623393.0,15407707278.0,13847398871.0,13045963980.0,32917916115.0,22341649729.0,9968015842.0,11691527069.0,23935883835.0,53965634529.0,4509082101.0,8581506126.0,60234119415.0,62658617565.0
2569,208, Denmark ,1986,8.090991667,8.090991667,5119369, Danish Krone ,16649,3415032562.0,901239588.0,3780624336.0,28448705361.0,67304980581.0,20726329591.0,20949174834.0,20047935245.0,46578650990.0,28624009830.0,13771859445.0,16174778741.0,32931191995.0,74790585003.0,6289834682.0,12199122687.0,85234398751.0,88078850822.0
2570,208, Denmark ,1987,6.840316667,6.840316667,5121510, Danish Krone ,20763,3776433352.0,-572580217.0,5373727824.0,34688434112.0,83071009675.0,26586010687.0,24094989901.0,24667570117.0,56484998989.0,32440276206.0,16488271742.0,19600993131.0,42076560783.0,93498741530.0,8156493730.0,14514532709.0,106000000000.0,109000000000.0
2571,208, Denmark ,1988,6.731525,6.731525,5126107, Danish Krone ,21835,3653704027.0,3627410.0,5804776778.0,38843768537.0,87203494899.0,28542624442.0,24332151630.0,24328524220.0,58660870457.0,34826997746.0,17045617449.0,20273117904.0,45808787756.0,98944889902.0,9226883953.0,14177619484.0,112000000000.0,116000000000.0
2572,208, Denmark ,1989,7.310175,7.310175,5133930, Danish Krone ,21123,3935747092.0,428589466.0,5285646376.0,39815432599.0,84174251232.0,27383539108.0,23969365439.0,23540775973.0,56790712124.0,35549442524.0,16621489910.0,20259569709.0,45064995024.0,96994668390.0,9212775344.0,13235934844.0,108000000000.0,112000000000.0
2573,208, Denmark ,1990,6.188558333,6.188558333,5144623, Danish Krone ,25957,4544677207.0,272877286.0,6002205683.0,50354362877.0,102000000000.0,33050467651.0,28753394153.0,28480516868.0,68763124637.0,42673132542.0,20550989932.0,25287311127.0,55513413867.0,120000000000.0,11564728996.0,17103014030.0,134000000000.0,138000000000.0
2574,208, Denmark ,1991,6.396458333,6.396458333,5158325, Danish Krone ,26029,4218115494.0,-224672924.0,5781324301.0,52463653246.0,103000000000.0,33759599257.0,27304395167.0,27529068091.0,69503959509.0,43806010983.0,20392691268.0,25405308927.0,56417157932.0,121000000000.0,11435234342.0,17843624402.0,134000000000.0,139000000000.0
2575,208, Denmark ,1992,6.036133333,6.036133333,5175469, Danish Krone ,28623,4269123722.0,71349319.0,6301882000.0,56508725067.0,113000000000.0,36948864394.0,28961406806.0,28890057487.0,76443023624.0,45947209693.0,22596253672.0,28096960527.0,62235371430.0,133000000000.0,12898489099.0,19439100086.0,148000000000.0,153000000000.0
2576,208, Denmark ,1993,6.483939167,6.483939167,5193775, Danish Krone ,26888,3855063929.0,-1202738921.0,5462728611.0,52360901648.0,108000000000.0,36229783926.0,24884183033.0,26086921955.0,71301813005.0,41581919736.0,20504664924.0,25506871016.0,60547452699.0,125000000000.0,12104832877.0,17665341555.0,140000000000.0,143000000000.0
2577,208, Denmark ,1994,6.360551667,6.360551667,5213800, Danish Krone ,29288,4061754601.0,455726822.0,5980613317.0,57549183496.0,118000000000.0,38110448072.0,29256403965.0,28800677143.0,79546737220.0,48299198261.0,22564237746.0,27787212378.0,65080675654.0,135000000000.0,13100750433.0,19462148330.0,153000000000.0,156000000000.0
2578,208, Denmark ,1995,5.602366667,5.602366667,5235197, Danish Krone ,34702,5276163050.0,1976766545.0,7355641366.0,67735042988.0,138000000000.0,44498254190.0,38271531436.0,36294764891.0,93525597337.0,59022441171.0,27227778736.0,33517263537.0,75560566665.0,160000000000.0,15152881818.0,23313718607.0,182000000000.0,185000000000.0
2579,208, Denmark ,1996,5.798671667,5.798671667,5256007, Danish Krone ,35000,5239993182.0,574141664.0,8016491133.0,69550741477.0,139000000000.0,45229757275.0,37646171149.0,37072029485.0,94130722065.0,58924129291.0,26600402448.0,33803431418.0,75176010138.0,162000000000.0,15604435843.0,23663522939.0,184000000000.0,188000000000.0
2580,208, Denmark ,1997,6.604459167,6.604459167,5277382, Danish Krone ,32289,4576453459.0,1913946878.0,6931680376.0,65533185697.0,128000000000.0,41023194354.0,38286018979.0,36372072101.0,86667972889.0,57971652991.0,25381942074.0,32032448784.0,68495691863.0,149000000000.0,15321920758.0,21640227669.0,170000000000.0,174000000000.0
2581,208, Denmark ,1998,6.700826667,6.700826667,5298992, Danish Krone ,32926,3795800319.0,1635434931.0,7803664026.0,65816951093.0,131000000000.0,42706430898.0,40097625766.0,38462190834.0,88746458994.0,60376236564.0,25711603742.0,31711609712.0,70474886681.0,151000000000.0,15189319925.0,21838499528.0,174000000000.0,177000000000.0
2582,208, Denmark ,1999,6.97624,6.97624,5319854, Danish Krone ,33100,3454296297.0,-353984095.0,8386036031.0,70026117937.0,130000000000.0,43362732790.0,37172701771.0,37526685865.0,86751438597.0,59348845510.0,25369253351.0,31902142128.0,70497717968.0,152000000000.0,15616721902.0,21974301343.0,176000000000.0,178000000000.0
2583,208, Denmark ,2000,8.083144167,8.083144167,5340655, Danish Krone ,30038,3532412563.0,1172763445.0,7725335428.0,73620303403.0,116000000000.0,39190656812.0,36691808643.0,35519045198.0,77259384730.0,62604359958.0,23219924837.0,31102377344.0,64763659933.0,141000000000.0,15039321023.0,19257357878.0,160000000000.0,164000000000.0
2584,208, Denmark ,2001,8.3228175,8.3228175,5360748, Danish Krone ,30287,3855305009.0,649326625.0,7267490847.0,75069749877.0,117000000000.0,40085288666.0,35965931128.0,35316604503.0,76973041882.0,63302986639.0,23130988995.0,30454350345.0,66193449514.0,142000000000.0,15351892553.0,18790752050.0,162000000000.0,165000000000.0
2585,208, Denmark ,2002,7.894714167,7.894714167,5378697, Danish Krone ,32798,3181749139.0,1013432384.0,7911116056.0,81644124713.0,128000000000.0,44424795958.0,38126102307.0,37112669923.0,83843885418.0,69404094617.0,24889691489.0,32559760186.0,72392867928.0,153000000000.0,16566400916.0,20860033248.0,176000000000.0,179000000000.0
2586,208, Denmark ,2003,6.587673333,6.587673333,5396355, Danish Krone ,40054,3513076443.0,202400139.0,10079734777.0,95610217922.0,158000000000.0,54607158825.0,45629660244.0,45427260105.0,103000000000.0,80790291818.0,28870587592.0,38257057879.0,89509295644.0,188000000000.0,20799604514.0,25437812642.0,216000000000.0,218000000000.0
2587,208, Denmark ,2004,5.991056667,5.991056667,5415586, Danish Krone ,46474,4078579349.0,2249783427.0,11640350589.0,110000000000.0,183000000000.0,62677548034.0,54526506788.0,52276723360.0,120000000000.0,96224598109.0,32048102811.0,43987899742.0,103000000000.0,216000000000.0,24325758895.0,28754526886.0,252000000000.0,251000000000.0
2588,208, Denmark ,2005,5.99691,5.99691,5436313, Danish Krone ,49040,3029893729.0,2354112535.0,12130413830.0,125000000000.0,191000000000.0,64790921991.0,58728704783.0,56374592248.0,126000000000.0,111000000000.0,31829058632.0,46685876560.0,108000000000.0,225000000000.0,25076581106.0,29938585038.0,267000000000.0,264000000000.0
2589,208, Denmark ,2006,5.946778333,5.946778333,5457864, Danish Krone ,52459,3296238552.0,2453273888.0,13922328252.0,144000000000.0,203000000000.0,68468416372.0,68736461171.0,66283187283.0,134000000000.0,132000000000.0,34133271601.0,50630943870.0,114000000000.0,240000000000.0,24422131087.0,34044484030.0,286000000000.0,283000000000.0
2590,208, Denmark ,2007,5.443700833,5.443700833,5479722, Danish Krone ,58585,3751308278.0,5145897406.0,15547511260.0,164000000000.0,229000000000.0,77741143747.0,80743315707.0,75597418300.0,152000000000.0,155000000000.0,38176050882.0,55258179905.0,129000000000.0,271000000000.0,28442231625.0,39192638709.0,321000000000.0,319000000000.0
2591,208, Denmark ,2008,5.098130833,5.098130833,5502751, Danish Krone ,64931,3031110912.0,3107771754.0,18312397828.0,191000000000.0,256000000000.0,88696229419.0,84749949761.0,81642178007.0,167000000000.0,179000000000.0,41423613262.0,61525294319.0,147000000000.0,303000000000.0,30693602247.0,42877479442.0,357000000000.0,353000000000.0
2592,208, Denmark ,2009,5.360866667,5.360866667,5526452, Danish Krone ,58708,2677925211.0,-3968618196.0,14213933071.0,151000000000.0,245000000000.0,89739315285.0,61320099424.0,65288717620.0,156000000000.0,137000000000.0,35674269086.0,49874584955.0,145000000000.0,277000000000.0,26727767898.0,38483702884.0,324000000000.0,321000000000.0
2593,208, Denmark ,2010,5.624075,5.624075,5550849, Danish Krone ,58957,3870147535.0,-566141099.0,12267439535.0,163000000000.0,241000000000.0,88116738664.0,58204015416.0,58770156515.0,153000000000.0,140000000000.0,35206678432.0,51181394274.0,143000000000.0,278000000000.0,29449998444.0,37862581847.0,327000000000.0,322000000000.0
2594,208, Denmark ,2011,5.368711535,5.368711535,5576016, Danish Krone ,62994,4513745960.0,2749049358.0,13742962258.0,185000000000.0,256000000000.0,91383284386.0,65797346289.0,63048296931.0,165000000000.0,163000000000.0,37989375787.0,55933904818.0,151000000000.0,297000000000.0,28902279250.0,42399744988.0,351000000000.0,344000000000.0
2595,208, Denmark ,2012,5.792475537,5.792475537,5600959, Danish Krone ,59728,5413402232.0,1650618279.0,12866692233.0,179000000000.0,244000000000.0,86601087185.0,63684092344.0,62033474065.0,157000000000.0,159000000000.0,37406286589.0,53864880051.0,143000000000.0,282000000000.0,26773181692.0,40141731892.0,335000000000.0,327000000000.0
2596,208, Denmark ,2013,5.616311686,5.616311686,5625385, Danish Krone ,63011,4473932610.0,1527220973.0,13471830665.0,188000000000.0,253000000000.0,89357668171.0,67654534725.0,66127313752.0,164000000000.0,166000000000.0,40473181102.0,55457570271.0,150000000000.0,297000000000.0,31101016069.0,42731602769.0,354000000000.0,344000000000.0
2597,208, Denmark ,2014,5.612466667,5.612466667,5650653, Danish Krone ,64742,4880028983.0,2670275993.0,13990105361.0,193000000000.0,257000000000.0,91021709587.0,70920023163.0,68249747170.0,166000000000.0,168000000000.0,41865727488.0,55849596731.0,155000000000.0,306000000000.0,32520638578.0,44451043510.0,366000000000.0,353000000000.0
2598,208, Denmark ,2015,6.727906831,6.727906831,5677796, Danish Krone ,54945,2898375452.0,1906605178.0,13026191087.0,168000000000.0,220000000000.0,77088408030.0,62445104478.0,60538499300.0,143000000000.0,147000000000.0,37541839733.0,47470336318.0,133000000000.0,263000000000.0,27647231846.0,38457131837.0,312000000000.0,303000000000.0
2599,208, Denmark ,2016,6.731718257,6.731718257,5706857, Danish Krone ,56215,3009484240.0,1905548555.0,14798599138.0,167000000000.0,224000000000.0,77867254833.0,68182232598.0,66276684043.0,146000000000.0,146000000000.0,40499021139.0,49918161628.0,138000000000.0,272000000000.0,26837724500.0,39219407276.0,321000000000.0,313000000000.0
2600,208, Denmark ,2017,6.602893466,6.602893466,5737284, Danish Krone ,59155,4333554698.0,2234882643.0,16142317085.0,183000000000.0,235000000000.0,81077670235.0,73242865650.0,71007983006.0,154000000000.0,159000000000.0,43206815540.0,52750510335.0,145000000000.0,289000000000.0,28915050802.0,42083065772.0,339000000000.0,332000000000.0
2601,208, Denmark ,2018,6.314618787,6.314618787,5766686, Danish Krone ,63599,3663245681.0,2593608982.0,17502402557.0,202000000000.0,254000000000.0,86624459287.0,80643580746.0,78049971764.0,168000000000.0,180000000000.0,46704957174.0,56808021532.0,156000000000.0,310000000000.0,29587692672.0,46001510117.0,367000000000.0,357000000000.0
2602,208, Denmark ,2019,6.669446615,6.669446615,5795878, Danish Krone ,61516,4387620396.0,1589780474.0,16474380311.0,203000000000.0,246000000000.0,83603655474.0,75720674915.0,74130894442.0,163000000000.0,179000000000.0,46454228947.0,55281797919.0,151000000000.0,302000000000.0,30649169534.0,43780693790.0,357000000000.0,346000000000.0
2603,208, Denmark ,2020,6.542152204,6.542152204,5825641, Danish Krone ,62946,4835717515.0,868829985.0,16931889773.0,195000000000.0,252000000000.0,87956661973.0,80504277731.0,79635447746.0,164000000000.0,173000000000.0,46859655727.0,54109410627.0,155000000000.0,309000000000.0,32269961537.0,45674418857.0,367000000000.0,355000000000.0
2604,208, Denmark ,2021,6.287113083,6.287113083,5854240, Danish Krone ,70390,3454049532.0,867515174.0,19251761247.0,238000000000.0,278000000000.0,96769711633.0,91486046688.0,90618531514.0,182000000000.0,209000000000.0,47621538864.0,57700568646.0,170000000000.0,346000000000.0,43440764691.0,52452054810.0,412000000000.0,398000000000.0
2953,233, Estonia ,1990,0.009009082,0.004256516,1570674, Euro ,3604,886766928.0,365347989.0,404365726.0,2375116568.0,4394817013.0,747721907.0,1709686618.0,1344338630.0,3647095106.0,2821337723.0,1852687647.0,2241746820.0,1305321003.0,5654025993.0,361800901.0,454024726.0,5661120167.0,5658991871.0
2954,233, Estonia ,1991,0.021533886,0.011184538,1565627, Euro ,3438,869876708.0,256127109.0,311471973.0,1736598156.0,3704807874.0,736763717.0,1445068752.0,1188941643.0,2968044157.0,1470620619.0,1680826337.0,1851995627.0,867070665.0,4632795086.0,319890147.0,412489921.0,5382345394.0,5382345394.0
2955,233, Estonia ,1992,0.207816077,0.749044521,1540381, Euro ,2889,294440868.0,225182733.0,200921193.0,2432108037.0,2845956288.0,660101149.0,1175843708.0,950660975.0,2185855139.0,2192290007.0,933871028.0,1207943005.0,1004698286.0,3902622325.0,660684160.0,533934813.0,4450786244.0,4339668801.0
2956,233, Estonia ,1993,0.364709835,0.845087751,1504436, Euro ,2731,226393664.0,70372635.0,244752259.0,2668205562.0,3147672942.0,824649226.0,1108620819.0,1038248185.0,2323023716.0,2828573176.0,785663820.0,983727080.0,1192095826.0,3724264618.0,565455933.0,511839855.0,4108033970.0,4187510300.0
2957,233, Estonia ,1994,0.498563115,0.830292204,1475727, Euro ,2803,208477149.0,-11141865.0,240972183.0,2888025064.0,3380064653.0,939745850.0,1140193029.0,1151334894.0,2440318804.0,3302854090.0,762216808.0,943697347.0,1333803228.0,3696027624.0,513120747.0,455956972.0,4136383925.0,4191743502.0
2958,233, Estonia ,1995,0.639349282,0.732731073,1452775, Euro ,3081,184881259.0,-4183942.0,254192356.0,2949652176.0,3602282924.0,1099783827.0,1182125360.0,1186309302.0,2502499096.0,3275708693.0,760020405.0,971362787.0,1539377658.0,3963472193.0,498911016.0,514747118.0,4476426394.0,4475860193.0
2959,233, Estonia ,1996,0.769368425,0.769368425,1434670, Euro ,3332,197452865.0,21661924.0,253984949.0,2931050881.0,3853161767.0,1081758716.0,1314541859.0,1292879936.0,2771403050.0,3429399900.0,780450406.0,1016335704.0,1599623743.0,4208554698.0,537670882.0,603486555.0,4780804463.0,4783105051.0
2960,233, Estonia ,1997,0.887205527,0.887205527,1421490, Euro ,3521,210749025.0,109637505.0,269941510.0,3627780601.0,4040426813.0,1051818290.0,1583595860.0,1473958356.0,2988608523.0,4157992582.0,852258104.0,1075912594.0,1723388723.0,4521798025.0,616030540.0,625775633.0,5005266384.0,5154388538.0
2961,233, Estonia ,1998,0.899535149,0.899535149,1411147, Euro ,3957,286442726.0,16312870.0,349237493.0,4175122009.0,4427163300.0,1173569483.0,1793132821.0,1776819951.0,3253593817.0,4717722263.0,841641709.0,1081723378.0,1902649387.0,5052277950.0,716224375.0,716000593.0,5584439923.0,5670074153.0
2962,233, Estonia ,1999,0.938068547,0.938068547,1403498, Euro ,4031,209121178.0,-68225.0,288655451.0,4026981835.0,4501971644.0,1263814892.0,1493058267.0,1493126493.0,3238156751.0,4279682984.0,835042921.0,1085632284.0,2081617602.0,5184554171.0,778306875.0,741220780.0,5658008698.0,5763855973.0
2963,233, Estonia ,2000,1.084493543,1.084493543,1396877, Euro ,3924,221088361.0,98676475.0,301658320.0,3507096953.0,4209013535.0,1113234844.0,1620520483.0,1521844008.0,3095778691.0,3691525899.0,880207269.0,1114367908.0,1914442012.0,5083298316.0,809335017.0,722406699.0,5482005900.0,5690808434.0
2964,233, Estonia ,2001,1.117052365,1.117052365,1387995, Euro ,4303,218545260.0,133018831.0,329323147.0,3831259066.0,4591865306.0,1165277511.0,1850308065.0,1717289234.0,3426587795.0,4078519632.0,1003931897.0,1266840790.0,2087905700.0,5583257415.0,849505475.0,831137043.0,5972056646.0,6254916259.0
